7.267970,0.000001,0
7.234117,0.000001,0
7.140473,0.000001,0
7.157920,0.000001,0
7.379167,0.000001,0
7.336199,0.000001,0
7.401354,0.000001,0
7.208284,0.000001,0
7.228283,0.000001,0
7.325366,0.000001,0
7.143962,0.000001,0
7.355990,0.000001,0
7.380313,0.000001,0
7.314585,0.000001,0
7.330313,0.000001,0
7.221722,0.000001,0
7.334168,0.000001,0
7.328647,0.000001,0
7.302345,0.000001,0
7.301147,0.000001,0
7.330418,0.000001,0
7.376615,0.000001,0
7.561821,0.000001,0
7.209535,0.000001,0
7.131827,0.000001,0
7.230003,0.000001,0
7.142816,0.000001,0
7.262555,0.000001,0
7.222763,0.000001,0
7.314272,0.000001,0
7.397552,0.000001,0
7.334116,0.000001,0
7.301928,0.000001,0
7.316616,0.000001,0
7.256513,0.000001,0
7.245524,0.000001,0
7.239065,0.000001,0
7.147243,0.000001,0
7.318752,0.000001,0
7.343127,0.000001,0
7.361824,0.000001,0
7.342188,0.000001,0
7.329846,0.000001,0
7.243908,0.000001,0
7.351980,0.000001,0
7.231514,0.000001,0
7.347605,0.000001,0
7.217763,0.000001,0
7.325887,0.000001,0
7.329272,0.000001,0
7.327345,0.000001,0
7.264690,0.000001,0
7.280471,0.000001,0
7.343074,0.000001,0
7.584321,0.000001,0
7.321772,0.000001,0
7.295106,0.000001,0
7.639945,0.000001,0
7.688121,0.000001,0
7.289741,0.000001,0
7.306305,0.000001,0
7.155890,0.000001,0
7.224847,0.000001,0
7.137921,0.000001,0
7.316617,0.000001,0
7.331669,0.000001,0
7.355835,0.000001,0
7.598019,0.000001,0
7.600571,0.000001,0
7.597602,0.000001,0
7.275003,0.000001,0
7.130786,0.000001,0
7.225993,0.000001,0
7.229587,0.000001,0
7.142452,0.000001,0
7.268128,0.000001,0
7.271774,0.000001,0
7.286409,0.000001,0
7.136255,0.000001,0
7.281982,0.000001,0
7.473333,0.000001,0
7.577446,0.000001,0
7.259222,0.000001,0
7.341669,0.000001,0
7.532447,0.000001,0
7.507032,0.000001,0
7.620519,0.000001,0
7.238441,0.000001,0
7.327138,0.000001,0
7.516875,0.000001,0
7.150161,0.000001,0
7.342919,0.000001,0
7.616300,0.000001,0
7.230577,0.000001,0
7.241461,0.000001,0
7.319221,0.000001,0
7.585155,0.000001,0
