8,3.377308,0.000001,0
8,3.615951,0.000001,0
2,6.393609,0.000001,0
2,6.100279,0.000001,0
2,5.510865,0.000001,0
2,6.116326,0.000001,0
2,5.972891,0.000001,0
2,6.038619,0.000001,0
2,6.305803,0.000001,0
2,6.025494,0.000001,0
2,5.988671,0.000001,0
2,6.176950,0.000001,0
2,6.499029,0.000001,0
2,5.885652,0.000001,0
2,5.957630,0.000001,0
2,5.541489,0.000001,0
2,6.164190,0.000001,0
2,5.513678,0.000001,0
2,6.105285,0.000001,0
2,5.946432,0.000001,0
2,5.914193,0.000001,0
2,5.520917,0.000001,0
2,6.073618,0.000001,0
2,6.109398,0.000001,0
2,5.663207,0.000001,0
2,5.870183,0.000001,0
2,6.044764,0.000001,0
2,6.039244,0.000001,0
2,5.942110,0.000001,0
2,6.018619,0.000001,0
2,5.679353,0.000001,0
2,6.080389,0.000001,0
2,6.233251,0.000001,0
2,6.211377,0.000001,0
2,6.364343,0.000001,0
2,6.107108,0.000001,0
2,5.825184,0.000001,0
2,5.918933,0.000001,0
2,6.078149,0.000001,0
2,5.941849,0.000001,0
2,6.113045,0.000001,0
2,5.963568,0.000001,0
2,5.686071,0.000001,0
2,6.044608,0.000001,0
2,5.982421,0.000001,0
2,6.275126,0.000001,0
2,5.916797,0.000001,0
2,6.139555,0.000001,0
2,5.807528,0.000001,0
2,5.892058,0.000001,0
2,6.042733,0.000001,0
2,6.164399,0.000001,0
2,6.282313,0.000001,0
2,6.058358,0.000001,0
2,6.325906,0.000001,0
2,5.925808,0.000001,0
2,6.411843,0.000001,0
2,6.048358,0.000001,0
2,11.842501,0.000001,0
2,6.104034,0.000001,0
2,6.012785,0.000001,0
2,6.304657,0.000001,0
2,5.905443,0.000001,0
2,5.998463,0.000001,0
4,3.211313,0.000001,0
4,3.433810,0.000001,0
4,3.537871,0.000001,0
4,3.263708,0.000001,0
4,3.194855,0.000001,0
4,3.251312,0.000001,0
4,3.273917,0.000001,0
4,3.581256,0.000001,0
4,3.556621,0.000001,0
4,3.454175,0.000001,0
4,3.410477,0.000001,0
4,3.208032,0.000001,0
4,3.472456,0.000001,0
4,3.559225,0.000001,0
4,5.867997,0.000001,0
4,3.465476,0.000001,0
4,3.647297,0.000001,0
4,3.105325,0.000001,0
4,3.258500,0.000001,0
4,3.461362,0.000001,0
4,3.302197,0.000001,0
4,3.269333,0.000001,0
4,3.464903,0.000001,0
4,3.279854,0.000001,0
4,3.298239,0.000001,0
4,3.110793,0.000001,0
4,3.287250,0.000001,0
4,3.373810,0.000001,0
4,3.395009,0.000001,0
4,3.262563,0.000001,0
4,3.327666,0.000001,0
4,3.409280,0.000001,0
4,3.471882,0.000001,0
4,3.541308,0.000001,0
4,3.418446,0.000001,0
4,3.151835,0.000001,0
4,3.265167,0.000001,0
4,3.135532,0.000001,0
4,3.757087,0.000001,0
4,3.798129,0.000001,0
4,3.493185,0.000001,0
4,3.553444,0.000001,0
4,3.665005,0.000001,0
4,5.758520,0.000001,0
4,3.361364,0.000001,0
4,3.195688,0.000001,0
4,3.279542,0.000001,0
4,3.375685,0.000001,0
4,3.431310,0.000001,0
4,3.143450,0.000001,0
4,3.202615,0.000001,0
4,3.142824,0.000001,0
4,3.234542,0.000001,0
4,3.176313,0.000001,0
4,3.415529,0.000001,0
4,3.426414,0.000001,0
4,3.502142,0.000001,0
4,3.341051,0.000001,0
4,3.296624,0.000001,0
4,3.453967,0.000001,0
8,3.624013,0.000001,0
8,3.490630,0.000001,0
8,3.388951,0.000001,0
8,3.421347,0.000001,0
8,3.587280,0.000001,0
8,3.218069,0.000001,0
8,3.792693,0.000001,0
8,3.713893,0.000001,0
8,3.384315,0.000001,0
8,3.138643,0.000001,0
8,3.404419,0.000001,0
8,3.430357,0.000001,0
8,3.686081,0.000001,0
8,3.701862,0.000001,0
8,4.451120,0.000001,0
8,3.266088,0.000001,0
8,3.673790,0.000001,0
8,3.612801,0.000001,0
8,2.900782,0.000001,0
8,3.309056,0.000001,0
