2.965275,0.000001,0
3.024493,0.000001,0
2.999702,0.000001,0
3.107513,0.000001,0
2.973556,0.000001,0
2.930015,0.000001,0
2.978296,0.000001,0
3.035066,0.000001,0
2.947202,0.000001,0
3.022931,0.000001,0
2.975744,0.000001,0
3.136523,0.000001,0
2.955692,0.000001,0
3.087721,0.000001,0
3.009858,0.000001,0
2.973608,0.000001,0
2.925119,0.000001,0
2.988243,0.000001,0
3.070846,0.000001,0
3.037149,0.000001,0
2.974754,0.000001,0
2.987411,0.000001,0
2.975743,0.000001,0
2.967203,0.000001,0
2.964286,0.000001,0
2.937098,0.000001,0
3.129336,0.000001,0
3.051264,0.000001,0
3.101107,0.000001,0
2.976420,0.000001,0
2.983452,0.000001,0
2.945431,0.000001,0
2.991212,0.000001,0
2.971994,0.000001,0
2.973661,0.000001,0
2.956525,0.000001,0
2.985171,0.000001,0
2.974754,0.000001,0
2.980744,0.000001,0
2.970119,0.000001,0
2.983452,0.000001,0
2.987931,0.000001,0
3.047409,0.000001,0
2.986265,0.000001,0
3.017931,0.000001,0
2.983035,0.000001,0
3.110481,0.000001,0
2.979858,0.000001,0
2.953765,0.000001,0
2.966838,0.000001,0
3.035118,0.000001,0
3.057201,0.000001,0
2.977254,0.000001,0
2.973296,0.000001,0
2.974650,0.000001,0
3.088555,0.000001,0
3.036472,0.000001,0
3.141471,0.000001,0
3.072201,0.000001,0
3.016108,0.000001,0
2.974338,0.000001,0
2.971265,0.000001,0
3.271054,0.000001,0
2.959963,0.000001,0
3.158972,0.000001,0
3.156628,0.000001,0
3.193711,0.000001,0
2.984703,0.000001,0
2.985172,0.000001,0
2.991214,0.000001,0
2.991891,0.000001,0
2.962725,0.000001,0
2.960277,0.000001,0
3.062203,0.000001,0
3.288189,0.000001,0
2.971474,0.000001,0
3.113868,0.000001,0
2.980120,0.000001,0
2.968245,0.000001,0
3.014807,0.000001,0
2.996995,0.000001,0
3.004494,0.000001,0
2.989390,0.000001,0
3.016109,0.000001,0
3.000172,0.000001,0
3.098921,0.000001,0
2.969651,0.000001,0
3.007932,0.000001,0
2.981058,0.000001,0
3.009599,0.000001,0
2.956527,0.000001,0
3.360480,0.000001,0
2.979131,0.000001,0
2.971266,0.000001,0
3.329282,0.000001,0
2.972047,0.000001,0
3.101317,0.000001,0
2.982673,0.000001,0
3.044233,0.000001,0
2.963037,0.000001,0
3.397251,0.000001,0
3.249388,0.000001,0
2.960120,0.000001,0
3.047515,0.000001,0
3.008818,0.000001,0
2.989912,0.000001,0
3.090640,0.000001,0
2.972151,0.000001,0
3.124806,0.000001,0
2.954704,0.000001,0
3.061577,0.000001,0
2.977100,0.000001,0
